Variable,Category,Tag,Weight,Exclude,Require,Extra,Version
eG,focus_type,dutch angle,5,[],[],[],legacy
eG,focus_type,from above,5,[],[],[],legacy
eG,focus_type,from behind,5,[],[],[],legacy
eG,focus_type,from below,5,[],[],[],legacy
eG,focus_type,from side,5,[],[],[],legacy
eG,focus_type,straight-on,5,[],[],[],legacy
eW,focus,solo focus,5,[],[],[],legacy
eW,focus,ass focus,5,"[""portrait""]",[],[],legacy
eW,focus,foot focus,5,"[""portrait"",""cowboy shot"",""upper body""]",[],[],legacy
eW,focus,hip focus,5,"[""portrait""]",[],[],legacy
eW,focus,back focus,5,[],[],[],legacy
eW,focus,breast focus,5,[],[],[],legacy
eW,focus,armpit focus,3,[],[],[],legacy
eW,focus,eye focus,5,[],[],[],legacy
eO,scenery,landscape,5,[],[],[],legacy
eO,scenery,nature,5,[],[],[],legacy
eO,scenery,scenery,5,[],[],[],legacy
eO,scenery,still life,5,[],[],[],legacy
eO,scenery,cityscape,5,[],[],[],legacy
eV,background_color,white background,5,[],[],[],legacy
eV,background_color,grey background,5,[],[],[],legacy
eV,background_color,gradient background,7,[],[],[],legacy
eV,background_color,blurry background,5,[],[],[],legacy
eV,background_color,blue background,5,[],[],[],legacy
eV,background_color,pink background,5,[],[],[],legacy
eV,background_color,black background,5,[],[],[],legacy
eV,background_color,yellow background,5,[],[],[],legacy
eV,background_color,red background,5,[],[],[],legacy
eV,background_color,two-tone background,7,[],[],[],legacy
eV,background_color,brown background,5,[],[],[],legacy
eV,background_color,green background,5,[],[],[],legacy
eV,background_color,purple background,5,[],[],[],legacy
eV,background_color,orange background,5,[],[],[],legacy
eV,background_color,floral background,5,[],[],[],legacy
eV,background_color,polka dot background,5,[],[],[],legacy
eV,background_color,striped background,5,[],[],[],legacy
eV,background_color,multicolored background,7,[],[],[],legacy
eV,background_color,starry background,5,[],[],[],legacy
eV,background_color,dark background,5,[],[],[],legacy
eV,background_color,checkered background,5,[],[],[],legacy
eV,background_color,aqua background,5,[],[],[],legacy
eV,background_color,beige background,5,[],[],[],legacy
eV,background_color,heart background,5,[],[],[],legacy
eV,background_color,argyle background,3,[],[],[],legacy
eV,background_color,halftone background,4,[],[],[],legacy
eV,background_color,sparkle background,5,[],[],[],legacy
eV,background_color,abstract background,5,[],[],[],legacy
eV,background_color,patterned background,5,[],[],[],legacy
eV,background_color,plaid background,4,[],[],[],legacy
eV,background_color,sunburst background,4,[],[],[],legacy
eV,background_color,tan background,5,[],[],[],legacy
eV,background_color,light blue background,5,[],[],[],legacy
eV,background_color,snowflake background,5,[],[],[],legacy
eV,background_color,grid background,5,[],[],[],legacy
eV,background_color,leaf background,5,[],[],[],legacy
eV,background_color,rainbow background,5,[],[],[],legacy
eV,background_color,lavender background,5,[],[],[],legacy
eV,background_color,light brown background,5,[],[],[],legacy
eV,background_color,monochrome background,5,[],[],[],legacy
eV,background_color,bubble background,5,[],[],[],legacy
eV,background_color,sepia background,5,[],[],[],legacy
eV,background_color,fiery background,5,[],[],[],legacy
eV,background_color,silver background,5,[],[],[],legacy
eV,background_color,splatter background,5,[],[],[],legacy
eV,background_color,sketch background,5,[],[],[],legacy
eV,background_color,scenery,100,[],[],[],legacy
eU,background_type,portrait,4,[],[],[],legacy
eU,background_type,upper body,5,[],[],[],legacy
eU,background_type,cowboy shot,3,[],[],[],legacy
eU,background_type,full body,4,[],[],[],legacy
eU,background_type,close-up,1,[],[],[],legacy
eU,background_type,split crop,1,[],[],[],legacy
eZ,ears,ligne claire,5,[],[],[],legacy
eZ,ears,realistic,5,[],[],[],legacy
eZ,ears,sketch,5,[],[],[],legacy
eZ,ears,jaggy lines,5,[],[],[],legacy
eZ,ears,retro artstyle,5,[],[],[],legacy
eZ,ears,toon (style),5,[],[],[],legacy
eZ,ears,western comics (style),5,[],[],[],legacy
eZ,ears,surreal,5,[],[],[],legacy
eZ,ears,abstract,5,[],[],[],legacy
eZ,ears,spot color,5,[],[],[],legacy
eZ,ears,graphite (medium),5,[],[],[],legacy
eZ,ears,watercolor (medium),5,[],[],[],legacy
eZ,ears,concept art,5,[],[],[],legacy
eZ,ears,flat color,5,[],[],[],legacy
eZ,ears,ai-generated,5,[],[],[],legacy
eZ,ears,faux traditional media,5,[],[],[],legacy
eZ,ears,oekaki,5,[],[],[],legacy
eZ,ears,jaggy lines,5,[],[],[],legacy
eZ,ears,minimalism,5,[],[],[],legacy
eZ,ears,impressionism,5,[],[],[],legacy
eZ,ears,1970s (style),5,[],[],[],legacy
eZ,ears,1980s (style),5,[],[],[],legacy
eZ,ears,1990s (style),5,[],[],[],legacy
eH,expressions,"bat ears, bat wings",5,[],[],[],legacy
eH,expressions,bear ears,5,[],[],[],legacy
eH,expressions,rabbit ears,5,[],[],[],legacy
eH,expressions,"cat ears, cat tail",5,[],[],[],legacy
eH,expressions,"cow ears, cow horns, cow tail",5,[],[],[],legacy
eH,expressions,"deer ears, deer antlers",5,[],[],[],legacy
eH,expressions,"dog ears, dog tail",5,[],[],[],legacy
eH,expressions,"fox ears, fox tail",5,[],[],[],legacy
eH,expressions,"horse ears, horse tail",5,[],[],[],legacy
eH,expressions,"monkey ears, monkey tail",5,[],[],[],legacy
eH,expressions,"mouse ears, mouse tail",5,[],[],[],legacy
eH,expressions,"sheep ears, sheep horns",5,[],[],[],legacy
eH,expressions,"squirrel ears, squirrel tail",5,[],[],[],legacy
eH,expressions,"tiger ears, tiger tail",5,[],[],[],legacy
eH,expressions,"wolf ears, wolf tail",5,[],[],[],legacy
eH,expressions,"oni, oni horns",5,[],[],[],legacy
eH,expressions,"elf, pointy ears",5,[],[],[],legacy
eH,expressions,"elf, long pointy ears",5,[],[],[],legacy
eH,expressions,"dark elf, pointy ears",5,[],[],[],legacy
eH,expressions,"dark elf, long pointy ears",5,[],[],[],legacy
eH,expressions,fairy,5,[],[],[],legacy
eH,expressions,"dragon horns, dragon tail",5,[],[],[],legacy
eH,expressions,"demon horns, demon tail",5,[],[],[],legacy
eH,expressions,"cow ears, cow horns",5,[],[],[],legacy
eH,expressions,angel,5,[],[],[],legacy
eH,expressions,android,5,[],[],[],legacy
eH,expressions,"mermaid, scales",5,[],[],[],legacy
eH,expressions,"head fins, fish tail",5,[],[],[],legacy
eH,expressions,"raccoon ears, raccoon tail",5,[],[],[],legacy
eH,expressions,slime girl,5,[],[],[],legacy
eH,expressions,lamia,5,[],[],[],legacy
eH,expressions,harpy,5,[],[],[],legacy
eH,expressions,orc,5,[],[],[],legacy
eH,expressions,cyclops,5,[],[],[],legacy
eH,expressions,centaur,5,[],[],[],legacy
eH,expressions,monster,5,[],[],[],legacy
eJ,eyes_special,heterochromia,5,[],[],[],legacy
eJ,eyes_special,multicolored eyes,5,[],[],[],legacy
eJ,eyes_special,no eyes,2,[],[],[],legacy
eJ,eyes_special,ringed eyes,5,[],[],[],legacy
eJ,eyes_special,heart-shaped pupils,5,[],[],[],legacy
eJ,eyes_special,star-shaped pupils,5,[],[],[],legacy
eJ,eyes_special,bags under eyes,5,[],[],[],legacy
eJ,eyes_special,glowing eyes,5,[],[],[],legacy
eJ,eyes_special,glowing eye,5,[],[],[],legacy
eJ,eyes_special,bright pupils,5,[],[],[],legacy
eJ,eyes_special,sparkling eyes,5,[],[],[],legacy
eX,eyes_style,crazy eyes,2,[],[],[],legacy
eX,eyes_style,empty eyes,5,[],[],[],legacy
eX,eyes_style,solid circle eyes,2,[],[],[],legacy
eX,eyes_style,solid oval eyes,2,[],[],[],legacy
eX,eyes_style,jitome,5,[],[],[],legacy
eX,eyes_style,tareme,5,[],[],[],legacy
eX,eyes_style,tsurime,5,[],[],[],legacy
eX,eyes_style,sanpaku,5,[],[],[],legacy
eX,eyes_style,long eyelashes,5,[],[],[],legacy
eQ,hair_length,very short hair,5,[],[],[],legacy
eQ,hair_length,short hair,5,[],[],[],legacy
eQ,hair_length,medium hair,5,[],[],[],legacy
eQ,hair_length,long hair,5,[],[],[],legacy
eQ,hair_length,very long hair,2,[],[],[],legacy
eQ,hair_length,absurdly long hair,2,[],[],[],legacy
eQ,hair_length,big hair,5,[],[],[],legacy
eK,hair_style,braid,5,[],[],[],legacy
eK,hair_style,braided bangs,5,[],[],[],legacy
eK,hair_style,front braid,5,[],[],[],legacy
eK,hair_style,side braid,5,[],[],[],legacy
eK,hair_style,french braid,5,[],[],[],legacy
eK,hair_style,crown braid,5,[],[],[],legacy
eK,hair_style,single braid,5,[],[],[],legacy
eK,hair_style,multiple braids,5,[],[],[],legacy
eK,hair_style,braided ponytail,5,[],[],[],legacy
eK,hair_style,hair bun,5,[],[],[],legacy
eK,hair_style,braided bun,5,[],[],[],legacy
eK,hair_style,single hair bun,5,[],[],[],legacy
eK,hair_style,double bun,5,[],[],[],legacy
eK,hair_style,hair rings,5,[],[],[],legacy
eK,hair_style,half updo,5,[],[],[],legacy
eK,hair_style,one side up,5,[],[],[],legacy
eK,hair_style,two side up,5,[],[],[],legacy
eK,hair_style,cone hair bun,5,[],[],[],legacy
eK,hair_style,low-braided long hair,5,[],[],[],legacy
eK,hair_style,low-tied long hair,5,[],[],[],legacy
eK,hair_style,ponytail,5,[],[],[],legacy
eK,hair_style,folded ponytail,5,[],[],[],legacy
eK,hair_style,high ponytail,5,[],[],[],legacy
eK,hair_style,short ponytail,5,[],[],[],legacy
eK,hair_style,side ponytail,5,[],[],[],legacy
eK,hair_style,split ponytail,5,[],[],[],legacy
eK,hair_style,twintails,5,[],[],[],legacy
eK,hair_style,low twintails,5,[],[],[],legacy
eK,hair_style,short twintails,5,[],[],[],legacy
eK,hair_style,uneven twintails,5,[],[],[],legacy
eK,hair_style,sidecut,5,[],[],[],legacy
eK,hair_style,asymmetrical hair,5,[],[],[],legacy
eK,hair_style,hime cut,5,[],[],[],legacy
eK,hair_style,curly hair,5,[],[],[],legacy
eY,hair_details,drill hair,5,[],[],[],legacy
eY,hair_details,twin drills,5,[],[],[],legacy
eY,hair_details,hair flaps,5,[],[],[],legacy
eY,hair_details,messy hair,5,[],[],[],legacy
eY,hair_details,pointy hair,5,[],[],[],legacy
eY,hair_details,ringlets,5,[],[],[],legacy
eY,hair_details,spiked hair,5,[],[],[],legacy
eY,hair_details,straight hair,5,[],[],[],legacy
eY,hair_details,wavy hair,5,[],[],[],legacy
eY,hair_details,blunt ends,5,[],[],[],legacy
eY,hair_details,flipped hair,5,[],[],[],legacy
e0,bangs,arched bangs,5,[],[],[],legacy
e0,bangs,asymmetrical bangs,5,[],[],[],legacy
e0,bangs,bangs pinned back,5,[],[],[],legacy
e0,bangs,blunt bangs,5,[],[],[],legacy
e0,bangs,crossed bangs,5,[],[],[],legacy
e0,bangs,dyed bangs,5,[],[],[],legacy
e0,bangs,hair over eyes,5,[],[],[],legacy
e0,bangs,hair over one eye,5,[],[],[],legacy
e0,bangs,long bangs,5,[],[],[],legacy
e0,bangs,parted bangs,5,[],[],[],legacy
e0,bangs,short bangs,5,[],[],[],legacy
e0,bangs,swept bangs,5,[],[],[],legacy
e0,bangs,hair between eyes,5,[],[],[],legacy
e0,bangs,hair intakes,5,[],[],[],legacy
e0,bangs,sidelocks,5,[],[],[],legacy
e0,bangs,asymmetrical sidelocks,5,[],[],[],legacy
e0,bangs,drill sidelocks,5,[],[],[],legacy
e0,bangs,single sidelock,5,[],[],[],legacy
e0,bangs,hair pulled back,5,[],[],[],legacy
e0,bangs,hair slicked back,5,[],[],[],legacy
e0,bangs,ahoge,5,[],[],[],legacy
e0,bangs,antenna hair,5,[],[],[],legacy
e0,bangs,hair spread out,2,[],[],[],legacy
e0,bangs,cowlick,5,[],[],[],legacy
e1,breasts,flat chest,5,[],[],[],legacy
e1,breasts,small breasts,10,[],[],[],legacy
e1,breasts,medium breasts,10,[],[],[],legacy
e1,breasts,large breasts,5,[],[],[],legacy
e1,breasts,huge breasts,2,[],[],[],legacy
e1,breasts,gigantic breasts,1,[],[],[],legacy
e1,breasts,sagging breasts,1,[],[],[],legacy
e2,body_features,forehead,5,[],[],[],legacy
e2,body_features,collarbone,5,[],[],[],legacy
e2,body_features,ribs,5,[],[],[],legacy
e2,body_features,neck,5,[],[],[],legacy
e2,body_features,narrow waist,5,[],[],[],legacy
e2,body_features,wide hips,5,[],[],[],legacy
e2,body_features,shiny skin,5,[],[],[],legacy
e2,body_features,thighs,5,[],[],[],legacy
e2,body_features,thick thighs,5,[],[],[],legacy
e2,body_features,thigh gap,5,[],[],[],legacy
e2,body_features,third eye,3,[],[],[],legacy
e2,body_features,thick eyebrows,5,[],[],[],legacy
e2,body_features,teeth,5,[],[],[],legacy
e2,body_features,stomach,5,[],[],[],legacy
e2,body_features,plump,5,[],[],[],legacy
e2,body_features,scar,3,[],[],[],legacy
e2,body_features,petite,5,[],[],[],legacy
e2,body_features,muscular,5,[],[],[],legacy
e2,body_features,mature,5,[],[],[],legacy
e2,body_features,huge ass,1,[],[],[],legacy
e2,body_features,flat ass,1,[],[],[],legacy
e2,body_features,mole under eye,4,[],[],[],legacy
e2,body_features,mole under mouth,4,[],[],[],legacy
e2,body_features,mole,3,[],[],[],legacy
e2,body_features,mole on thigh,3,[],[],[],legacy
e2,body_features,freckles,5,[],[],[],legacy
e2,body_features,curvy,5,[],[],[],legacy
e2,body_features,androgynous,5,[],[],[],legacy
e2,body_features,abs,5,[],[],[],legacy
e2,body_features,old,5,[],[],[],legacy
e2,body_features,toned,5,[],[],[],legacy
e2,body_features,fat,1,[],[],[],legacy
e2,body_features,biceps,5,[],[],[],legacy
e2,body_features,knees,5,[],[],[],legacy
e2,body_features,skinny,5,[],[],[],legacy
e2,body_features,hip bones,5,[],[],[],legacy
e2,body_features,thick arms,5,[],[],[],legacy
e2,body_features,tall,5,[],[],[],legacy
e5,body_details,baseball cap,5,[],[],[],legacy
e5,body_details,cabbie hat,5,[],[],[],legacy
e5,body_details,deerstalker,5,[],[],[],legacy
e5,body_details,peaked cap,5,[],[],[],legacy
e5,body_details,shako cap,5,[],[],[],legacy
e5,body_details,bicorne,5,[],[],[],legacy
e5,body_details,bowler hat,5,[],[],[],legacy
e5,body_details,cowboy hat,5,[],[],[],legacy
e5,body_details,straw hat,5,[],[],[],legacy
e5,body_details,fedora,5,[],[],[],legacy
e5,body_details,female service cap,5,[],[],[],legacy
e5,body_details,flat cap,5,[],[],[],legacy
e5,body_details,pirate hat,5,[],[],[],legacy
e5,body_details,sun hat,5,[],[],[],legacy
e5,body_details,top hat,5,[],[],[],legacy
e5,body_details,tricorne,5,[],[],[],legacy
e5,body_details,witch hat,5,[],[],[],legacy
e5,body_details,wizard hat,5,[],[],[],legacy
e5,body_details,dixie cup hat,5,[],[],[],legacy
e5,body_details,chef hat,5,[],[],[],legacy
e5,body_details,beret,5,[],[],[],legacy
e5,body_details,beanie,5,[],[],[],legacy
e5,body_details,coif,5,[],[],[],legacy
e5,body_details,fur hat,5,[],[],[],legacy
e5,body_details,nightcap,5,[],[],[],legacy
e5,body_details,nurse cap,5,[],[],[],legacy
e5,body_details,party hat,5,[],[],[],legacy
e5,body_details,sailor hat,5,[],[],[],legacy
e5,body_details,santa hat,5,[],[],[],legacy
e5,body_details,animal hat,5,[],[],[],legacy
e5,body_details,crown,5,[],[],[],legacy
e5,body_details,circlet,5,[],[],[],legacy
e5,body_details,diadem,5,[],[],[],legacy
e5,body_details,tiara,5,[],[],[],legacy
e5,body_details,aviator cap,5,[],[],[],legacy
e5,body_details,bandana,5,[],[],[],legacy
e5,body_details,bonnet,5,[],[],[],legacy
e5,body_details,head scarf,5,[],[],[],legacy
e5,body_details,jester cap,5,[],[],[],legacy
e5,body_details,frilled hat,5,[],[],[],legacy
e5,body_details,military hat,5,[],[],[],legacy
e5,body_details,police hat,5,[],[],[],legacy
e5,body_details,visor cap,5,[],[],[],legacy
e5,body_details,headpiece,5,[],[],[],legacy
e5,body_details,garrison cap,5,[],[],[],legacy
e5,body_details,head wreath,5,[],[],[],legacy
e5,body_details,flower wreath,5,[],[],[],legacy
e5,body_details,animal on head,5,[],[],[],legacy
e6,skin,hair ribbon,5,[],[],[],legacy
e6,skin,hair bow,5,[],[],[],legacy
e6,skin,hairband,5,[],[],[],legacy
e6,skin,headband,5,[],[],[],legacy
e6,skin,headdress,5,[],[],[],legacy
e6,skin,veil,5,[],[],[],legacy
e6,skin,hooded cloak,5,[],[],[],legacy
e4,legwear,hat bow,5,[],[],[],legacy
e4,legwear,hat flower,5,[],[],[],legacy
e4,legwear,hat ornament,5,[],[],[],legacy
e4,legwear,hat ribbon,5,[],[],[],legacy
e4,legwear,hat with ears,5,[],[],[],legacy
e3,dresses,coat dress,5,[],[],[],legacy
e3,dresses,cocktail dress,5,[],[],[],legacy
e3,dresses,dirndl,5,[],[],[],legacy
e3,dresses,evening gown,5,[],[],[],legacy
e3,dresses,funeral dress,5,[],[],[],legacy
e3,dresses,gown,5,[],[],[],legacy
e3,dresses,nightgown,5,[],[],[],legacy
e3,dresses,pencil dress,5,[],[],[],legacy
e3,dresses,sailor dress,5,[],[],[],legacy
e3,dresses,santa dress,5,[],[],[],legacy
e3,dresses,sundress,5,[],[],[],legacy
e3,dresses,sweater dress,5,[],[],[],legacy
e3,dresses,tube dress,5,[],[],[],legacy
e3,dresses,wedding dress,5,[],[],[],legacy
e3,dresses,fur-trimmed dress,5,[],[],[],legacy
e3,dresses,armored dress,5,[],[],[],legacy
e3,dresses,backless dress,5,[],[],[],legacy
e3,dresses,collared dress,5,[],[],[],legacy
e3,dresses,frilled dress,5,[],[],[],legacy
e3,dresses,halter dress,5,[],[],[],legacy
e3,dresses,latex dress,5,[],[],[],legacy
e3,dresses,layered dress,5,[],[],[],legacy
e3,dresses,long dress,5,[],[],[],legacy
e3,dresses,off-shoulder dress,5,[],[],[],legacy
e3,dresses,pleated dress,5,[],[],[],legacy
e3,dresses,ribbed dress,5,[],[],[],legacy
e3,dresses,ribbon-trimmed dress,5,[],[],[],legacy
e3,dresses,short dress,5,[],[],[],legacy
e3,dresses,see-through dress,5,[],[],[],legacy
e3,dresses,sleeveless dress,5,[],[],[],legacy
e3,dresses,strapless dress,5,[],[],[],legacy
e3,dresses,china dress,5,[],[],[],legacy
e3,dresses,fundoshi,5,[],[],[],legacy
e3,dresses,hakama,5,[],[],[],legacy
e3,dresses,kimono,5,[],[],[],legacy
e3,dresses,yukata,5,[],[],[],legacy
e3,dresses,furisode,5,[],[],[],legacy
e8,skirts,socks,5,[],[],[],legacy
e8,skirts,kneehighs,5,[],[],[],legacy
e8,skirts,over-kneehighs,5,[],[],[],legacy
e8,skirts,thighhighs,5,[],[],[],legacy
e8,skirts,pantyhose,5,[],[],[],legacy
e8,skirts,leggings,5,[],[],[],legacy
e8,skirts,leg warmers,5,[],[],[],legacy
e8,skirts,loose socks,5,[],[],[],legacy
e7,muscle,fishnet legwear,5,[],[],[],legacy
e7,muscle,bow legwear,5,[],[],[],legacy
e7,muscle,ribbed legwear,5,[],[],[],legacy
e7,muscle,seamed legwear,5,[],[],[],legacy
e7,muscle,see-through legwear,5,[],[],[],legacy
e7,muscle,shiny legwear,5,[],[],[],legacy
e7,muscle,toeless legwear,5,[],[],[],legacy
e7,muscle,fur-trimmed legwear,5,[],[],[],legacy
e7,muscle,lace-trimmed legwear,5,[],[],[],legacy
e7,muscle,uneven legwear,5,[],[],[],legacy
e7,muscle,mismatched legwear,5,[],[],[],legacy
e9,tops,blouse,5,[],[],[],legacy
e9,tops,frilled shirt,5,[],[],[],legacy
e9,tops,sleeveless shirt,5,[],[],[],legacy
e9,tops,bustier,5,[],[],[],legacy
e9,tops,crop top,5,[],[],[],legacy
e9,tops,camisole,5,[],[],[],legacy
e9,tops,babydoll,5,[],[],[],legacy
e9,tops,chemise,5,[],[],[],legacy
e9,tops,nightgown,5,[],[],[],legacy
e9,tops,cardigan,5,[],[],[],legacy
e9,tops,cardigan vest,5,[],[],[],legacy
e9,tops,coat,5,[],[],[],legacy
e9,tops,duffel coat,5,[],[],[],legacy
e9,tops,fur coat,5,[],[],[],legacy
e9,tops,fur-trimmed coat,5,[],[],[],legacy
e9,tops,long coat,5,[],[],[],legacy
e9,tops,overcoat,5,[],[],[],legacy
e9,tops,raincoat,5,[],[],[],legacy
e9,tops,trench coat,5,[],[],[],legacy
e9,tops,winter coat,5,[],[],[],legacy
e9,tops,compression shirt,5,[],[],[],legacy
e9,tops,halterneck,5,[],[],[],legacy
e9,tops,criss-cross halter,5,[],[],[],legacy
e9,tops,hoodie,5,[],[],[],legacy
e9,tops,jacket,5,[],[],[],legacy
e9,tops,blazer,5,[],[],[],legacy
e9,tops,cropped jacket,5,[],[],[],legacy
e9,tops,letterman jacket,5,[],[],[],legacy
e9,tops,safari jacket,5,[],[],[],legacy
e9,tops,suit jacket,5,[],[],[],legacy
e9,tops,leather jacket,5,[],[],[],legacy
e9,tops,poncho,5,[],[],[],legacy
e9,tops,raglan sleeves,5,[],[],[],legacy
e9,tops,shirt,5,[],[],[],legacy
e9,tops,collared shirt,5,[],[],[],legacy
e9,tops,dress shirt,5,[],[],[],legacy
e9,tops,off-shoulder shirt,5,[],[],[],legacy
e9,tops,sleeveless shirt,5,[],[],[],legacy
e9,tops,striped shirt,5,[],[],[],legacy
e9,tops,t-shirt,5,[],[],[],legacy
e9,tops,shrug (clothing),5,[],[],[],legacy
e9,tops,surcoat,5,[],[],[],legacy
e9,tops,sweater,5,[],[],[],legacy
e9,tops,turtleneck,5,[],[],[],legacy
e9,tops,sleeveless turtleneck,5,[],[],[],legacy
e9,tops,ribbed sweater,5,[],[],[],legacy
e9,tops,aran sweater,5,[],[],[],legacy
e9,tops,argyle sweater,5,[],[],[],legacy
e9,tops,virgin killer sweater,5,[],[],[],legacy
e9,tops,tabard,5,[],[],[],legacy
e9,tops,tailcoat,5,[],[],[],legacy
e9,tops,tank top,5,[],[],[],legacy
e9,tops,tube top,5,[],[],[],legacy
e9,tops,bandeau,5,[],[],[],legacy
e9,tops,underbust,5,[],[],[],legacy
e9,tops,vest,5,[],[],[],legacy
e9,tops,sweater vest,5,[],[],[],legacy
e9,tops,waistcoat,5,[],[],[],legacy
e9,tops,sarashi,5,[],[],[],legacy
e9,tops,tunic,5,[],[],[],legacy
e9,tops,front-tie top,5,[],[],[],legacy
e9,tops,breast curtains,5,[],[],[],legacy
e9,tops,pasties,1,[],[],[],legacy
e9,tops,heart pasties,1,[],[],[],legacy
te,shoes,bloomers,5,[],[],[],legacy
te,shoes,buruma,5,[],[],[],legacy
te,shoes,chaps,5,[],[],[],legacy
te,shoes,kilt,5,[],[],[],legacy
te,shoes,pants,5,[],[],[],legacy
te,shoes,tight pants,5,[],[],[],legacy
te,shoes,baggy pants,5,[],[],[],legacy
te,shoes,bell-bottoms,5,[],[],[],legacy
te,shoes,capri pants,5,[],[],[],legacy
te,shoes,detached pants,5,[],[],[],legacy
te,shoes,jeans,5,[],[],[],legacy
te,shoes,lowleg pants,5,[],[],[],legacy
te,shoes,pants rolled up,5,[],[],[],legacy
te,shoes,yoga pants,5,[],[],[],legacy
te,shoes,pelvic curtain,5,[],[],[],legacy
te,shoes,petticoat,5,[],[],[],legacy
te,shoes,shorts,5,[],[],[],legacy
te,shoes,bike shorts,5,[],[],[],legacy
te,shoes,denim shorts,5,[],[],[],legacy
te,shoes,dolphin shorts,5,[],[],[],legacy
te,shoes,gym shorts,5,[],[],[],legacy
te,shoes,lowleg shorts,5,[],[],[],legacy
te,shoes,micro shorts,5,[],[],[],legacy
te,shoes,short shorts,5,[],[],[],legacy
te,shoes,suspender shorts,5,[],[],[],legacy
te,shoes,shorts under skirt,5,[],[],[],legacy
te,shoes,skirt,5,[],[],[],legacy
te,shoes,bubble skirt,5,[],[],[],legacy
te,shoes,high-waist skirt,5,[],[],[],legacy
te,shoes,long skirt,5,[],[],[],legacy
te,shoes,lowleg skirt,5,[],[],[],legacy
te,shoes,microskirt,5,[],[],[],legacy
te,shoes,miniskirt,5,[],[],[],legacy
te,shoes,overall skirt,5,[],[],[],legacy
te,shoes,plaid skirt,5,[],[],[],legacy
te,shoes,pleated skirt,5,[],[],[],legacy
te,shoes,suspender skirt,5,[],[],[],legacy
te,shoes,showgirl skirt,5,[],[],[],legacy
te,shoes,sweatpants,5,[],[],[],legacy
tt,lower_clothing,boots,5,[],[],[],legacy
tt,lower_clothing,ankle boots,5,[],[],[],legacy
tt,lower_clothing,armored boots,5,[],[],[],legacy
tt,lower_clothing,cowboy boots,5,[],[],[],legacy
tt,lower_clothing,knee boots,5,[],[],[],legacy
tt,lower_clothing,high heel boots,5,[],[],[],legacy
tt,lower_clothing,lace-up boots,5,[],[],[],legacy
tt,lower_clothing,rubber boots,5,[],[],[],legacy
tt,lower_clothing,thigh boots,5,[],[],[],legacy
tt,lower_clothing,cross-laced footwear,5,[],[],[],legacy
tt,lower_clothing,dress shoes,5,[],[],[],legacy
tt,lower_clothing,flats,5,[],[],[],legacy
tt,lower_clothing,high heels,5,[],[],[],legacy
tt,lower_clothing,loafers,5,[],[],[],legacy
tt,lower_clothing,mary janes,5,[],[],[],legacy
tt,lower_clothing,platform footwear,5,[],[],[],legacy
tt,lower_clothing,pointy footwear,5,[],[],[],legacy
tt,lower_clothing,pumps,5,[],[],[],legacy
tt,lower_clothing,sandals,5,[],[],[],legacy
tt,lower_clothing,flip-flops,5,[],[],[],legacy
tt,lower_clothing,geta,5,[],[],[],legacy
tt,lower_clothing,gladiator sandals,5,[],[],[],legacy
tt,lower_clothing,okobo,5,[],[],[],legacy
tt,lower_clothing,zouri,5,[],[],[],legacy
tt,lower_clothing,slippers,5,[],[],[],legacy
tt,lower_clothing,animal slippers,5,[],[],[],legacy
tt,lower_clothing,ballet slippers,5,[],[],[],legacy
tt,lower_clothing,crocs,5,[],[],[],legacy
tt,lower_clothing,uwabaki,5,[],[],[],legacy
tt,lower_clothing,sneakers,5,[],[],[],legacy
tt,lower_clothing,high tops,5,[],[],[],legacy
tt,lower_clothing,converse,5,[],[],[],legacy
tt,lower_clothing,toeless footwear,5,[],[],[],legacy
tt,lower_clothing,wedge heels,5,[],[],[],legacy
ta,uniforms,armor,5,[],[],[],legacy
ta,uniforms,full armor,5,[],[],[],legacy
ta,uniforms,power armor,5,[],[],[],legacy
ta,uniforms,armored dress,5,[],[],[],legacy
ta,uniforms,bikini armor,5,[],[],[],legacy
ta,uniforms,band uniform,5,[],[],[],legacy
ta,uniforms,cassock,5,[],[],[],legacy
ta,uniforms,cheerleader,5,[],[],[],legacy
ta,uniforms,ghost costume,5,[],[],[],legacy
ta,uniforms,business suit,5,[],[],[],legacy
ta,uniforms,pant suit,5,[],[],[],legacy
ta,uniforms,skirt suit,5,[],[],[],legacy
ta,uniforms,tuxedo,5,[],[],[],legacy
ta,uniforms,gym uniform,5,[],[],[],legacy
ta,uniforms,habit,5,[],[],[],legacy
ta,uniforms,harem outfit,5,[],[],[],legacy
ta,uniforms,hazmat suit,5,[],[],[],legacy
ta,uniforms,animal costume,5,[],[],[],legacy
ta,uniforms,maid,5,[],[],[],legacy
ta,uniforms,unconventional maid,5,[],[],[],legacy
ta,uniforms,miko,5,[],[],[],legacy
ta,uniforms,military uniform,5,[],[],[],legacy
ta,uniforms,overalls,5,[],[],[],legacy
ta,uniforms,pajamas,5,[],[],[],legacy
ta,uniforms,pilot suit,5,[],[],[],legacy
ta,uniforms,sailor,5,[],[],[],legacy
ta,uniforms,santa costume,5,[],[],[],legacy
ta,uniforms,school uniform,5,[],[],[],legacy
ta,uniforms,serafuku,5,[],[],[],legacy
ta,uniforms,track suit,5,[],[],[],legacy
ta,uniforms,tutu,5,[],[],[],legacy
ta,uniforms,waitress,5,[],[],[],legacy
ta,uniforms,cowboy western,5,[],[],[],legacy
ta,uniforms,magical girl,5,[],[],[],legacy
