Variable,Category,Tag,Weight,Exclude,Require,Extra,Version
tQ,composition,helmet,12,"[""headcovering""]",[],"[""headcovering""]",v4
tQ,composition,mouth mask,12,[],[],[],v4
tQ,composition,midriff peek,12,[],[],[],v4
tQ,composition,midriff,12,[],[],[],v4
tQ,composition,mechanical arms,12,[],[],[],v4
tQ,composition,mask on head,12,"[""headcovering""]",[],"[""headcovering""]",v4
tQ,composition,makeup,12,[],"[""female""]",[],v4
tQ,composition,long fingernails,12,[],[],[],v4
tQ,composition,halo,12,[],[],[],v4
tQ,composition,hair tubes,12,[],"[""female""]",[],v4
tQ,composition,gauntlets,12,[],[],[],v4
tQ,composition,garter straps,12,[],"[""legs""]",[],v4
tQ,composition,fur trim,12,[],[],[],v4
tQ,composition,floating hair,12,[],[],[],v4
tQ,composition,fangs,12,[],[],[],v4
tQ,composition,fang out,12,[],[],[],v4
tQ,composition,facial mark,12,[],[],[],v4
tQ,composition,facial hair,12,[],"[""male""]",[],v4
tQ,composition,eyeshadow,12,[],[],[],v4
tQ,composition,eyes visible through hair,12,[],[],[],v4
tQ,composition,eyepatch,12,[],[],[],v4
tQ,composition,eyeliner,12,[],[],[],v4
tQ,composition,eyelashes,12,[],[],[],v4
tQ,composition,eyebrows,12,[],[],[],v4
tQ,composition,eyewear on head,12,[],[],[],v4
tQ,composition,earmuffs,12,[],[],[],v4
tQ,composition,covered navel,12,[],[],[],v4
tQ,composition,corset,12,[],"[""female"",""breasts""]",[],v4
tQ,composition,contemporary,12,[],[],[],v4
tQ,composition,colored eyelashes,12,[],[],[],v4
tQ,composition,cleavage cutout,12,[],"[""breasts""]",[],v4
tQ,composition,cleavage,12,[],"[""breasts""]",[],v4
tQ,composition,claws,12,[],[],[],v4
tQ,composition,center opening,12,[],[],[],v4
tQ,composition,center frills,12,[],[],[],v4
tQ,composition,breasts apart,12,[],"[""breasts""]",[],v4
tQ,composition,breastplate,12,[],[],[],v4
tQ,composition,breast pocket,12,[],[],[],v4
tQ,composition,bracer,12,[],[],[],v4
tQ,composition,blood on clothes,6,[],[],[],v4
tQ,composition,blood on face,6,[],[],[],v4
tQ,composition,blindfold,12,[],[],[],v4
tQ,composition,bare shoulders,12,[],[],[],v4
tQ,composition,bare arms,12,[],[],[],v4
tQ,composition,bare legs,12,[],"[""legs""]",[],v4
tQ,composition,bandaid on face,12,[],[],[],v4
tQ,composition,bandaid,12,[],[],[],v4
tQ,composition,bandages,12,[],[],[],v4
tQ,composition,bandaged leg,12,[],"[""legs""]",[],v4
tQ,composition,bandaged arm,12,[],[],[],v4
tQ,composition,backpack,12,[],[],[],v4
tQ,composition,backless outfit,12,[],[],[],v4
tQ,composition,back bow,12,[],[],[],v4
tQ,composition,ass visible through thighs,12,[],"[""legs""]",[],v4
tQ,composition,armpits,12,[],[],[],v4
tQ,composition,armpit crease,12,[],[],[],v4
tQ,composition,armpit peed,12,[],[],[],v4
tQ,composition,arm tattoo,12,[],[],[],v4
tQ,composition,animal print,12,[],[],[],v4
tQ,composition,clothes around waist,12,[],[],[],v4
tQ,composition,headphones around neck,12,[],[],[],v4
tQ,composition,oversized clothes,12,[],[],[],v4
tQ,composition,manly,12,[],[],[],v4
tQ,composition,greaves,12,[],[],[],v4
tQ,composition,one-eyed,12,[],[],[],v4
tQ,composition,fur-trimmed sleeves,12,[],[],[],v4
tQ,composition,polka dot bow,12,[],[],[],v4
tQ,composition,harness,3,[],[],[],v4
tQ,composition,forehead jewel,12,[],[],[],v4
tQ,composition,forehead mark,12,[],[],[],v4
tQ,composition,single bare shoulder,12,[],[],[],v4
tQ,composition,spiked collar,12,[],[],[],v4
tQ,composition,striped necktie,12,[],[],[],v4
tQ,composition,arm guards,12,[],[],[],v4
tQ,composition,undershirt,12,[],[],[],v4
tQ,composition,latex,12,[],[],[],v4
tQ,composition,bandaid on leg,12,[],[],[],v4
tQ,composition,bead necklace,12,[],[],[],v4
tQ,composition,dirty,12,[],[],[],v4
tQ,composition,giantess,12,[],"[""female""]",[],v4
tQ,composition,cyborg,12,[],[],[],v4
tQ,composition,bruise,12,[],[],[],v4
tQ,composition,extra arms,12,[],[],[],v4
tQ,composition,taut shirt,12,[],[],[],v4
tQ,composition,chest jewel,12,[],[],[],v4
tQ,composition,v-neck,12,[],[],[],v4
tQ,composition,plaid scarf,12,[],[],[],v4
tQ,composition,prosthesis,12,[],[],[],v4
tQ,composition,single mechanical arm,12,[],[],[],v4
tQ,composition,blood on hands,12,[],[],[],v4
tQ,composition,bandaid on nose,12,[],[],[],v4
tQ,composition,robot joints,12,[],[],[],v4
tQ,composition,zombie,12,[],[],[],v4
tQ,composition,tail ribbon,12,[],[],[],v4
tQ,composition,tomboy,12,[],"[""female""]",[],v4
tQ,composition,panty peek,12,[],[],[],v4
tQ,composition,leg tattoo,12,[],[],[],v4
tQ,composition,lanyard,12,[],[],[],v4
tQ,composition,bra visible through clothes,12,[],[],[],v4
tQ,composition,amputee,12,[],[],[],v4
tQ,composition,bra strap,12,"[""shirt""]","[""female"",""breasts""]",[],v4
tQ,composition,money,12,[],[],[],v4
tQ,composition,revolver,12,[],[],[],v4
tQ,composition,pearl necklace,12,[],[],[],v4
tQ,composition,coat on shoulders,12,[],[],[],v4
tQ,composition,chest harness,4,[],[],[],v4
tQ,composition,slime (substance),12,[],[],[],v4
tQ,composition,partially unzipped,12,[],"[""zipper""]",[],v4
tQ,composition,bodypaint,12,[],[],[],v4
tQ,composition,metal collar,12,[],[],[],v4
tQ,composition,loose necktie,12,[],[],[],v4
tQ,composition,clover,12,[],[],[],v4
tQ,composition,body markings,12,[],[],[],v4
tQ,composition,mechanical wings,12,[],[],[],v4
tQ,composition,leaf print,12,[],[],[],v4
tQ,composition,pentagram,12,[],[],[],v4
tQ,composition,neon trim,12,[],[],[],v4
tQ,composition,prosthetic arm,12,[],[],[],v4
tQ,composition,bandage over one eye,12,[],[],[],v4
tQ,composition,mascara,12,[],[],[],v4
tQ,composition,cat ear headphones,12,[],[],[],v4
tQ,composition,cuts,12,[],[],[],v4
tQ,composition,jacket around waist,12,[],"[""legs""]",[],v4
tQ,composition,bleeding,12,[],[],[],v4
tQ,composition,rectangular eyewear,12,[],[],[],v4
tQ,composition,chain necklace,12,[],[],[],v4
tQ,composition,paw shoes,12,[],[],[],v4
tQ,composition,feather trim,12,[],[],[],v4
tQ,composition,gold chain,12,[],[],[],v4
tQ,composition,mechanical parts,12,[],[],[],v4
tQ,composition,mechanical legs,12,[],[],"[""nolegs""]",v4
tQ,composition,eye mask,12,[],[],[],v4
tQ,composition,scratches,12,[],[],[],v4
tQ,composition,cross scar,12,[],[],[],v4
tQ,composition,tusks,12,[],[],[],v4
tQ,composition,dragon print,12,[],[],[],v4
tQ,composition,sun symbol,12,[],[],[],v4
tQ,composition,uneven sleeves,12,[],[],[],v4
tQ,composition,energy wings,12,[],[],[],v4
tQ,composition,cat print,12,[],[],[],v4
tQ,composition,sweatband,12,[],[],[],v4
tQ,composition,sweater around waist,12,[],"[""legs""]",[],v4
tQ,composition,glowing sword,12,[],[],[],v4
tQ,composition,fanny pack,12,[],"[""legs""]",[],v4
tQ,composition,blood stain,12,[],[],[],v4
tQ,composition,single pauldron,12,[],[],[],v4
tQ,composition,energy ball,12,[],[],[],v4
tQ,composition,scepter,12,[],[],[],v4
tQ,composition,cherry blossom print,12,[],[],[],v4
tQ,composition,insect wings,12,[],[],[],v4
tQ,composition,constellation print,12,[],[],[],v4
tQ,composition,utility belt,12,[],[],[],v4
tQ,composition,prosthetic leg,12,[],[],"[""nolegs""]",v4
tQ,composition,very sweaty,12,[],[],[],v4
tQ,composition,scales,12,[],[],[],v4
tQ,composition,fake animal ears,12,[],[],[],v4
tQ,composition,elbow pads,12,[],[],[],v4
tQ,composition,plunging neckline,12,[],[],[],v4
tQ,composition,waist cape,12,[],[],[],v4
tQ,composition,waist bow,12,[],"[""female""]",[],v4
tQ,composition,vertical stripes,12,[],[],[],v4
tQ,composition,v-neck,12,[],[],[],v4
tQ,composition,undersized clothes,12,[],[],[],v4
tQ,composition,towel around neck,12,[],[],[],v4
tQ,composition,taut clothes,12,[],[],[],v4
tQ,composition,tassel hair ornament,12,[],"[""female""]",[],v4
tQ,composition,talisman,12,[],[],[],v4
tQ,composition,"tail, tail wagging",12,[],[],[],v4
tQ,composition,"tail, tail raised",12,[],[],[],v4
tQ,composition,"tail, tail bow",12,[],[],[],v4
tQ,composition,striped clothes,12,[],[],[],v4
tQ,composition,stitches,12,[],[],[],v4
tQ,composition,steaming body,12,[],[],[],v4
tQ,composition,skin fang,12,[],[],[],v4
tQ,composition,skin fangs,12,[],[],[],v4
tQ,composition,skin tight,12,[],[],[],v4
tQ,composition,skin-covered horns,12,[],[],[],v4
tQ,composition,skindentation,12,[],"[""female""]",[],v4
tQ,composition,single sleeve,12,[],[],[],v4
tQ,composition,single horn,12,[],[],[],v4
tQ,composition,sideless outfit,12,[],"[""female""]",[],v4
tQ,composition,side cutout,12,[],[],[],v4
tQ,composition,short necktie,12,[],[],[],v4
tQ,composition,short eyebrows,12,[],[],[],v4
tQ,composition,round teeth,12,[],[],[],v4
tQ,composition,reindeer antlers,12,[],[],[],v4
tQ,composition,rabbit hair ornament,12,[],[],[],v4
tQ,composition,popped collar,12,[],[],[],v4
tQ,composition,pinstripe pattern,12,[],[],[],v4
tQ,composition,pince-nez,12,[],[],[],v4
tQ,composition,pendant choker,12,[],[],[],v4
tQ,composition,neck ring,12,[],[],[],v4
tQ,composition,multiple wings,12,[],[],[],v4
tQ,composition,multiple horns,12,[],[],[],v4
tQ,composition,mind control,12,[],[],[],v4
tQ,composition,shoulder spikes,12,[],[],[],v4
tQ,composition,shoulder pads,12,[],[],[],v4
tQ,composition,shoulder blades,12,[],[],"[""front""]",v4
tQ,composition,median furrow,12,[],[],"[""front""]",v4
tQ,composition,medical eyepatch,12,[],[],[],v4
tQ,composition,mechabare,12,[],[],[],v4
tQ,composition,material growth,12,[],[],[],v4
tQ,composition,mandarin collar,12,[],[],[],v4
tQ,composition,magatama,12,[],[],[],v4
tQ,composition,layered clothes,12,[],[],[],v4
tQ,composition,layered sleeves,12,[],[],[],v4
tQ,composition,large tail,12,[],[],[],v4
tQ,composition,notched ear,12,[],[],[],v4
tQ,composition,notched lapels,12,[],[],[],v4
tQ,composition,jingle bell,12,[],[],[],v4
tQ,composition,injury,12,[],[],[],v4
tQ,composition,high collar,12,[],[],[],v4
tQ,composition,hagoromo,12,[],[],[],v4
tQ,composition,gothic lolita,12,[],"[""female""]",[],v4
tQ,composition,gas mask,12,[],[],[],v4
tQ,composition,framed breasts,12,[],"[""breasts""]",[],v4
tQ,composition,flame-tipped tail,12,[],[],[],v4
tQ,composition,fake horns,12,[],[],[],v4
tQ,composition,fake animal ears,12,[],[],[],v4
tQ,composition,dot nose,12,[],[],[],v4
tQ,composition,detached wings,12,[],[],[],v4
tQ,composition,cowbell,12,[],[],[],v4
tQ,composition,colored extremities,12,[],[],[],v4
tQ,composition,colored eyelashes,12,[],[],[],v4
tQ,composition,bursting breasts,12,[],"[""breasts""]",[],v4
tQ,composition,buckle,12,[],[],[],v4
tQ,composition,body fur,12,[],[],[],v4
tQ,composition,body blush,12,[],[],[],v4
tQ,composition,beard stubble,12,[],"[""male""]",[],v4
tQ,composition,beard,12,[],"[""male""]",[],v4
tQ,composition,thick beard,12,[],"[""male""]",[],v4
tQ,composition,very long beard,12,[],"[""male""]",[],v4
tQ,composition,goatee stubble,12,[],"[""male""]",[],v4
tQ,composition,bare hips,12,[],[],[],v4
tQ,composition,star choker,12,[],[],[],v4
tQ,composition,nape,12,[],[],[],v4
tQ,composition,teardrop facial mark,12,[],[],[],v4
tQ,composition,mechanical tail,12,[],[],[],v4
tQ,composition,single off shoulder,12,[],[],[],v4
tQ,composition,hands in opposite sleeves,12,[],[],[],v4
tQ,composition,gorget,12,[],[],[],v4
tQ,composition,hikimayu,12,[],[],[],v4
tQ,composition,pearl (gemstone),12,[],[],[],v4
tQ,composition,collared cape,12,[],[],[],v4
tQ,composition,fiery hair,12,[],[],[],v4
tQ,composition,stitched face,12,[],[],[],v4
tQ,composition,burning,12,[],[],[],v4
tQ,composition,star necklace,12,[],[],[],v4
tQ,composition,patchwork skin,12,[],[],[],v4
tQ,composition,mouth veil,12,[],[],[],v4
tQ,composition,stole,12,[],[],[],v4
tQ,composition,star facial mark,12,[],[],[],v4
tQ,composition,bow choker,12,[],"[""female""]",[],v4
tQ,composition,buck teeth,12,[],[],[],v4
tQ,composition,prehensile hair,12,[],[],[],v4
tQ,composition,diving mask,12,[],[],[],v4
tQ,composition,loose hair strand,12,[],[],[],v4
tQ,composition,neck fur,12,[],[],[],v4
tQ,composition,fake antlers,12,[],[],[],v4
tQ,composition,loose bowtie,12,[],[],[],v4
tQ,composition,broken halo,12,[],[],[],v4
tQ,composition,very long fingernails,12,[],[],[],v4
tQ,composition,forked tongue,12,[],[],[],v4
tQ,composition,digitigrade,12,[],[],[],v4
tQ,composition,spiked tail,12,[],[],[],v4
tQ,composition,large wings,12,[],[],[],v4
tQ,composition,dark halo,12,[],[],[],v4
tQ,composition,mechanical ears,12,[],[],[],v4
tQ,composition,bruise on face,12,[],[],[],v4
tQ,composition,white halo,12,[],[],[],v4
tQ,composition,sweaty clothes,12,[],[],[],v4
tQ,composition,transparent wings,12,[],[],[],v4
tQ,composition,magatama earrings,12,[],[],[],v4
tQ,composition,spiked halo,12,[],[],[],v4
tQ,composition,crystal hair,12,[],[],[],v4
tQ,composition,artificial eye,12,[],[],[],v4
tQ,composition,fake mustache,12,[],[],[],v4
tQ,composition,pointy nose,12,[],[],[],v4
tQ,composition,button eyes,12,"[""eyes""]",[],"[""eyes"",""noeyes""]",v4
tQ,composition,bolo tie,12,[],[],[],v4
tQ,composition,fiery horns,12,[],[],[],v4
tQ,composition,sparkle print,12,[],[],[],v4
tQ,composition,liquid hair,12,[],[],[],v4
tQ,composition,frilled ascot,12,[],[],[],v4
tQ,composition,baggy clothes,12,[],[],[],v4
tQ,composition,aegyo sal,12,[],"[""female""]",[],v4
tQ,composition,glowing wings,12,[],[],[],v4
tQ,composition,glowing horns,12,[],[],[],v4
tQ,composition,diamond (gemstone),12,[],[],[],v4
tQ,composition,paint splatter on face,12,[],[],[],v4
tQ,composition,long nose,12,[],[],[],v4
tQ,composition,studded choker,12,[],[],[],v4
tQ,composition,webbed hands,12,[],[],[],v4
tQ,composition,shiny hair,12,[],[],[],v4
tQ,composition,glitter,12,[],[],[],v4
tQ,composition,warrior,12,[],[],[],v4
tQ,composition,sparkling aura,12,[],[],[],v4
tQ,composition,fiery tail,12,[],[],[],v4
tQ,composition,gingham,12,[],[],[],v4
tQ,composition,lazy eye,12,[],[],[],v4
tQ,composition,scorpion tail,12,[],[],[],v4
tQ,composition,dinosaur tail,12,[],[],[],v4
tQ,composition,"lei, flower necklace",12,[],[],[],v4
tQ,composition,loving aura,12,[],[],[],v4
tQ,composition,skeletal hand,6,[],[],[],v4
tK,mood,wince,12,[],[],[],v4
tK,mood,wide-eyed,12,[],[],[],v4
tK,mood,tears,12,[],[],[],v4
tK,mood,triangle mouth,12,[],[],[],v4
tK,mood,trembling,12,[],[],[],v4
tK,mood,tongue out,12,[],[],[],v4
tK,mood,tearing up,12,[],[],[],v4
tK,mood,sweatdrop,12,[],[],[],v4
tK,mood,surprised,12,[],[],[],v4
tK,mood,spoken heart,12,[],[],[],v4
tK,mood,spoken question mark,12,[],[],[],v4
tK,mood,spoken ellipsis,12,[],[],[],v4
tK,mood,smug,12,[],[],[],v4
tK,mood,smirk,12,[],[],[],v4
tK,mood,smile,12,[],[],[],v4
tK,mood,serious,12,[],[],[],v4
tK,mood,shaded face,12,[],[],[],v4
tK,mood,pout,12,[],[],[],v4
tK,mood,parted lips,12,[],[],[],v4
tK,mood,o_o,12,[],[],[],v4
tK,mood,notice lines,12,[],[],[],v4
tK,mood,nose blush,12,[],[],[],v4
tK,mood,naughty face,12,[],[],[],v4
tK,mood,light smile,12,[],[],[],v4
tK,mood,light blush,12,[],[],[],v4
tK,mood,licking lips,12,[],[],[],v4
tK,mood,laughing,12,[],[],[],v4
tK,mood,heavy breathing,12,[],[],[],v4
tK,mood,happy,12,[],[],[],v4
tK,mood,half-closed eyes,12,[],[],[],v4
tK,mood,grin,12,[],[],[],v4
tK,mood,frown,12,[],[],[],v4
tK,mood,flying sweatdrops,12,[],[],[],v4
tK,mood,expressionless,12,[],[],[],v4
tK,mood,evil smile,12,[],[],[],v4
tK,mood,embarrassed,12,[],[],[],v4
tK,mood,drunk,12,[],[],[],v4
tK,mood,crying with eyes open,12,[],[],[],v4
tK,mood,crying,12,[],[],[],v4
tK,mood,closed eyes,12,"[""eyes""]",[],"[""eyes"",""noeyes""]",v4
tK,mood,clenched teeth,12,[],[],[],v4
tK,mood,chestnut mouth,12,[],[],[],v4
tK,mood,blush stickers,12,[],[],[],v4
tK,mood,blush,12,[],[],[],v4
tK,mood,angry,12,[],[],[],v4
tK,mood,anger vein,12,[],[],[],v4
tK,mood,ahegao,1,[],[],[],v4
tK,mood,^_^,12,[],[],[],v4
tK,mood,@_@,12,[],[],[],v4
tK,mood,?,12,[],[],[],v4
tK,mood,>:),12,[],[],[],v4
tK,mood,=_=,12,"[""eyes""]",[],"[""eyes"",""noeyes""]",v4
tK,mood,;d,12,[],[],[],v4
tK,mood,;),12,[],[],[],v4
tK,mood,:t,12,[],[],[],v4
tK,mood,:q,12,[],[],[],v4
tK,mood,:p,12,[],[],[],v4
tK,mood,:o,12,[],[],[],v4
tK,mood,:d,12,[],[],[],v4
tK,mood,:>,12,[],[],[],v4
tK,mood,:<,12,[],[],[],v4
tK,mood,:3,12,[],[],[],v4
tK,mood,...,12,[],[],[],v4
tK,mood,+_+,12,[],[],[],v4
tK,mood,+++,12,[],[],[],v4
tK,mood,!?,12,[],[],[],v4
tK,mood,!,12,[],[],[],v4
tK,mood,annoyed,12,[],[],[],v4
tK,mood,spoken exclamation mark,12,[],[],[],v4
tK,mood,sad,12,[],[],[],v4
tK,mood,:/,12,[],[],[],v4
tK,mood,!!,12,[],[],[],v4
tK,mood,nervous,12,[],[],[],v4
tK,mood,0_0,12,"[""eyes""]",[],"[""eyes"",""noeyes""]",v4
tK,mood,;o,12,[],[],[],v4
tK,mood,seductive smile,12,[],[],[],v4
tK,mood,torogao,1,[],[],[],v4
tK,mood,d:,12,[],[],[],v4
tK,mood,sleepy,12,[],[],[],v4
tK,mood,ear blush,12,[],[],[],v4
tK,mood,nervous sweating,12,[],[],[],v4
tK,mood,puff of air,12,[],[],[],v4
tK,mood,spoken musical note,12,[],[],[],v4
tK,mood,glaring,12,[],[],[],v4
tK,mood,;p,12,[],[],[],v4
tK,mood,shy,12,[],[],[],v4
tK,mood,streaming tears,12,[],[],[],v4
tK,mood,spoken blush,12,[],[],[],v4
tK,mood,>:(,12,[],[],[],v4
tK,mood,evil grin,12,[],[],[],v4
tK,mood,nervous smile,12,[],[],[],v4
tK,mood,;q,12,[],[],[],v4
tK,mood,spoken squiggle,12,[],[],[],v4
tK,mood,spoken interrobang,12,[],[],[],v4
tK,mood,thinking,12,[],[],[],v4
tK,mood,puckered lips,12,[],[],[],v4
tK,mood,screaming,12,[],[],[],v4
tK,mood,spoken anger vein,12,[],[],[],v4
tK,mood,dot mouth,12,[],[],[],v4
tK,mood,grimace,12,[],[],[],v4
tK,mood,;3,12,[],[],[],v4
tK,mood,confused,12,[],[],[],v4
tK,mood,worried,12,[],[],[],v4
tK,mood,u_u,12,"[""eyes""]",[],"[""eyes"",""noeyes""]",v4
tK,mood,raised eyebrows,12,[],[],[],v4
tK,mood,uneven eyes,12,[],[],[],v4
tK,mood,turn pale,12,[],[],[],v4
tK,mood,squeans,12,[],[],[],v4
tK,mood,split mouth,12,[],[],[],v4
tK,mood,sideways glance,12,[],[],[],v4
tK,mood,scowl,12,[],[],[],v4
tK,mood,head tilt,12,[],[],[],v4
tK,mood,furrowed brow,12,[],[],[],v4
tK,mood,drooling,12,[],[],[],v4
tK,mood,averting eyes,12,[],[],[],v4
tK,mood,^_^,12,"[""eyes""]",[],"[""eyes"",""noeyes""]",v4
tK,mood,>_<,12,"[""eyes""]",[],"[""eyes"",""noeyes""]",v4
tK,mood,x_x,12,"[""eyes""]",[],"[""eyes"",""noeyes""]",v4
tK,mood,>:),12,[],[],[],v4
tK,mood,>:(,12,[],[],[],v4
tK,mood,;q,12,[],[],[],v4
tK,mood,;d,12,[],[],[],v4
tK,mood,;),12,[],[],[],v4
tK,mood,> o,12,[],[],[],v4
tK,mood,snot,4,[],[],[],v4
tK,mood,upturned eyes,12,[],[],[],v4
tK,mood,unusually open eyes,12,[],[],[],v4
tK,mood,crazy smile,12,[],[],[],v4
tK,mood,happy tears,12,[],[],[],v4
tK,mood,o3o,12,[],[],[],v4
tK,mood,flustered,12,[],[],[],v4
tK,mood,nose bubble,12,[],[],[],v4
tK,mood,false smile,12,[],[],[],v4
tK,mood,disgust,12,[],[],[],v4
tK,mood,excited,12,[],[],[],v4
tK,mood,._.,12,"[""eyes""]",[],"[""eyes"",""noeyes""]",v4
tK,mood,puffy cheeks,12,[],[],[],v4
tK,mood,blank stare,12,[],[],[],v4
tK,mood,determined,12,[],[],[],v4
tK,mood,pouty lips,12,[],[],[],v4
tK,mood,gesugao,12,[],[],[],v4
tK,mood,panicking,12,[],[],[],v4
tK,mood,forced smile,12,[],[],[],v4
tK,mood,;(,12,[],[],[],v4
tK,mood,:c,12,[],[],[],v4
tK,mood,sad smile,12,[],[],[],v4
tK,mood,happy aura,12,[],[],[],v4
tY,theme,year 2005,12,[],[],[],v4
tY,theme,year 2006,12,[],[],[],v4
tY,theme,year 2007,12,[],[],[],v4
tY,theme,year 2008,12,[],[],[],v4
tY,theme,year 2009,12,[],[],[],v4
tY,theme,year 2010,12,[],[],[],v4
tY,theme,year 2011,12,[],[],[],v4
tY,theme,year 2012,12,[],[],[],v4
tY,theme,year 2013,12,[],[],[],v4
tY,theme,year 2014,12,[],[],[],v4
tY,theme,year 2015,12,[],[],[],v4
tY,theme,year 2016,12,[],[],[],v4
tY,theme,year 2017,12,[],[],[],v4
tY,theme,year 2018,12,[],[],[],v4
tY,theme,year 2019,12,[],[],[],v4
tY,theme,year 2020,12,[],[],[],v4
tY,theme,year 2021,12,[],[],[],v4
tY,theme,year 2022,12,[],[],[],v4
tY,theme,year 2023,12,[],[],[],v4
tY,theme,year 2024,12,[],[],[],v4
t0,outfits_casual,wooden floor,12,"[""floor""]",[],"[""below""]",v4
t0,outfits_casual,window,12,[],[],[],v4
t0,outfits_casual,water drop,12,[],[],[],v4
t0,outfits_casual,water,12,[],[],[],v4
t0,outfits_casual,wall,12,[],[],[],v4
t0,outfits_casual,underwater,12,[],[],[],v4
t0,outfits_casual,torii,12,"[""location""]",[],"[""location""]",v4
t0,outfits_casual,tatami,12,"[""floor""]",[],"[""below""]",v4
t0,outfits_casual,steam,12,[],[],[],v4
t0,outfits_casual,starry sky,12,[],[],"[""above""]",v4
t0,outfits_casual,stairs,12,[],[],[],v4
t0,outfits_casual,space,12,"[""location""]",[],"[""location""]",v4
t0,outfits_casual,snow,12,[],[],[],v4
t0,outfits_casual,snowing,12,[],[],[],v4
t0,outfits_casual,smoke,12,[],[],[],v4
t0,outfits_casual,sky,12,[],[],"[""above""]",v4
t0,outfits_casual,shadow,12,[],[],[],v4
t0,outfits_casual,shade,12,[],[],[],v4
t0,outfits_casual,sand,12,[],[],[],v4
t0,outfits_casual,road,12,"[""location""]",[],"[""location""]",v4
t0,outfits_casual,reflection,12,[],[],[],v4
t0,outfits_casual,rain,12,[],[],[],v4
t0,outfits_casual,railing,12,[],[],[],v4
t0,outfits_casual,pool,12,[],[],[],v4
t0,outfits_casual,palm tree,12,[],[],[],v4
t0,outfits_casual,outdoors,12,"[""location""]",[],"[""location""]",v4
t0,outfits_casual,onsen,12,"[""location""]",[],"[""location""]",v4
t0,outfits_casual,night sky,12,[],[],"[""above""]",v4
t0,outfits_casual,night,12,[],[],[],v4
t0,outfits_casual,nature,12,[],[],[],v4
t0,outfits_casual,moon,12,[],[],[],v4
t0,outfits_casual,mountain,12,[],[],[],v4
t0,outfits_casual,indoors,12,"[""location""]",[],"[""location""]",v4
t0,outfits_casual,horizon,12,[],[],[],v4
t0,outfits_casual,grass,12,[],[],[],v4
t0,outfits_casual,full moon,12,[],[],[],v4
t0,outfits_casual,frog,12,[],[],[],v4
t0,outfits_casual,forest,12,"[""location""]",[],"[""location""]",v4
t0,outfits_casual,field,12,"[""location""]",[],"[""location""]",v4
t0,outfits_casual,fence,12,[],[],[],v4
t0,outfits_casual,desk,12,[],[],[],v4
t0,outfits_casual,day,12,[],[],[],v4
t0,outfits_casual,curtains,12,[],[],[],v4
t0,outfits_casual,couch,12,"[""location""]",[],"[""location""]",v4
t0,outfits_casual,cloudy sky,12,[],[],"[""above""]",v4
t0,outfits_casual,cloud,12,[],[],[],v4
t0,outfits_casual,classroom,12,"[""location""]",[],"[""location""]",v4
t0,outfits_casual,cityscape,12,"[""location""]",[],"[""location""]",v4
t0,outfits_casual,city,12,"[""location""]",[],"[""location""]",v4
t0,outfits_casual,bush,12,[],[],[],v4
t0,outfits_casual,building,12,"[""location""]",[],"[""location""]",v4
t0,outfits_casual,bookshelf,12,[],[],[],v4
t0,outfits_casual,bedroom,12,"[""location""]",[],"[""location""]",v4
t0,outfits_casual,bed,12,[],[],[],v4
t0,outfits_casual,beach,12,"[""location""]",[],"[""location""]",v4
t0,outfits_casual,bath,12,"[""location""]",[],"[""location""]",v4
t0,outfits_casual,vines,12,[],[],[],v4
t0,outfits_casual,bamboo,12,[],[],[],v4
t0,outfits_casual,house,12,"[""location""]",[],"[""location""]",v4
t0,outfits_casual,ruins,12,"[""location""]",[],"[""location""]",v4
t0,outfits_casual,crescent moon,12,[],[],[],v4
t0,outfits_casual,sliding doors,12,[],[],[],v4
t0,outfits_casual,brick wall,12,[],[],[],v4
t0,outfits_casual,east asian architecture,12,[],[],[],v4
t0,outfits_casual,futon,12,[],[],[],v4
t0,outfits_casual,bridge,12,[],[],[],v4
t0,outfits_casual,planet,12,[],[],[],v4
t0,outfits_casual,shelf,12,[],[],[],v4
t0,outfits_casual,bare tree,12,[],[],[],v4
t0,outfits_casual,street,12,"[""location""]",[],"[""location""]",v4
t0,outfits_casual,river,12,"[""location""]",[],"[""location""]",v4
t0,outfits_casual,castle,12,"[""location""]",[],"[""location""]",v4
t0,outfits_casual,flower field,12,"[""location""]",[],"[""location""]",v4
t0,outfits_casual,skyscraper,12,"[""location""]",[],"[""location""]",v4
t0,outfits_casual,utility pole,12,[],[],[],v4
t0,outfits_casual,train interior,12,"[""location""]",[],"[""location""]",v4
t0,outfits_casual,evening,12,[],[],[],v4
t0,outfits_casual,mountainous horizon,12,[],[],[],v4
t0,outfits_casual,waves,12,[],[],[],v4
t0,outfits_casual,crowd,12,[],[],[],v4
t0,outfits_casual,kitchen,12,"[""location""]",[],"[""location""]",v4
t0,outfits_casual,tower,12,"[""location""]",[],"[""location""]",v4
t0,outfits_casual,waterfall,12,"[""location""]",[],"[""location""]",v4
t0,outfits_casual,library,12,"[""location""]",[],"[""location""]",v4
t0,outfits_casual,puddle,12,[],[],[],v4
t0,outfits_casual,shop,12,"[""location""]",[],"[""location""]",v4
t0,outfits_casual,lake,12,"[""location""]",[],"[""location""]",v4
t0,outfits_casual,fog,12,[],[],[],v4
t0,outfits_casual,shrine,12,"[""location""]",[],"[""location""]",v4
t0,outfits_casual,red moon,12,[],[],[],v4
t0,outfits_casual,rooftop,12,"[""location""]",[],"[""location""]",v4
t0,outfits_casual,shore,12,"[""location""]",[],"[""location""]",v4
